path,recommendation,reasons,sharpness,brightness,contrast,noise,black_frac,white_frac,aesthetic,is_utility,face_quality,cluster_id,cluster_size,is_keeper,width,height,megapixels,file_bytes,asset_id,error
IMG_0936.HEIC,delete,very_blurry,8.7,188.8,35.9,0.24,0.0,0.0,0.528,False,,-1,1,True,4032,3024,12.19,0,E40689DD-EC87-4B55-9997-2A9F9798F891/L0/001,
IMG_0961.HEIC,delete,very_blurry;low_aesthetic,10.2,149.5,18.5,0.21,0.0,0.0,-0.843,False,,-1,1,True,4032,3024,12.19,0,74192B99-DD13-4A2C-94CF-49CE510A43DE/L0/001,
IMG_0960.HEIC,delete,very_blurry;low_contrast,10.2,133.3,6.2,0.23,0.0,0.0,0.318,False,,-1,1,True,4032,3024,12.19,0,C6B1DE4E-D7F5-489C-8ED8-71C1B172785D/L0/001,
IMG_0125.HEIC,delete,very_blurry;low_aesthetic,10.6,51.0,19.1,0.25,0.0,0.0,-0.575,False,,-1,1,True,3024,4032,12.19,0,28CB6B6F-B0EA-469F-8177-A0665DB98C00/L0/001,
IMG_0935.HEIC,delete,very_blurry,11.5,171.9,30.2,0.2,0.002,0.0,0.551,False,,-1,1,True,4032,3024,12.19,0,17CD2C8A-86CE-4F6E-ACE7-92C57601B560/L0/001,
IMG_0934.HEIC,delete,very_blurry;low_contrast,11.8,141.8,13.1,0.21,0.0,0.0,0.378,False,,-1,1,True,4032,3024,12.19,0,F57C8477-7315-4BD8-87DD-5B8CA7E19B2C/L0/001,
IMG_0141.HEIC,delete,very_blurry,13.9,91.1,65.3,0.39,0.089,0.0,0.33,False,,-1,1,True,2320,3088,7.16,0,FA7AEB02-4CB3-4D74-8902-19996EC2A4C2/L0/001,
IMG_0958.HEIC,delete,very_blurry;low_aesthetic,14.8,152.3,28.6,0.31,0.0,0.0,-0.486,False,,-1,1,True,4032,3024,12.19,0,FC51EF0A-8A2B-49E8-865E-561015F39BA3/L0/001,
IMG_0126.HEIC,delete,very_blurry;dark;low_aesthetic,15.8,44.6,18.7,0.29,0.0,0.0,-0.597,False,,-1,1,True,3024,4032,12.19,0,462FD88B-B90E-4E34-ABAC-37FF547B141F/L0/001,
IMG_0948.HEIC,delete,very_blurry,16.1,151.1,18.5,0.31,0.0,0.0,0.286,False,,98,3,True,4032,3024,12.19,0,9059D96B-AB59-45B9-9933-1C83A1E8A199/L0/001,
IMG_0122.HEIC,delete,very_blurry;low_contrast;low_aesthetic,17.3,52.4,15.5,0.25,0.0,0.0,-0.46,False,,-1,1,True,3024,4032,12.19,0,62C1A0BB-C6E0-4F39-8DA7-7F6AD6F1FD9E/L0/001,
IMG_0959.HEIC,delete,very_blurry;low_contrast,18.2,133.6,5.5,0.23,0.0,0.0,0.41,False,,-1,1,True,4032,3024,12.19,0,2DD65590-D753-4E3C-88AB-B890917D38A0/L0/001,
IMG_0932.HEIC,delete,very_blurry,18.7,101.0,24.8,0.28,0.0,0.0,0.51,False,,-1,1,True,4032,3024,12.19,0,12C6D72C-95AA-4508-A2D7-123053481628/L0/001,
IMG_1162.HEIC,delete,very_blurry,20.0,109.4,60.0,0.49,0.002,0.005,0.383,False,,-1,1,True,4032,3024,12.19,0,E9648012-14DD-498B-9AC4-A153AB76531D/L0/001,
IMG_0931.HEIC,delete,very_blurry,21.5,133.7,28.1,0.27,0.0,0.0,0.676,False,,-1,1,True,4032,3024,12.19,0,469677D2-9C6C-4CBD-A08B-8972247E6049/L0/001,
IMG_0893.HEIC,delete,very_blurry,22.0,132.9,32.4,0.31,0.0,0.0,0.507,False,,104,2,True,4032,3024,12.19,0,A18F8B26-0037-4484-9F86-5CE4BDE0C82D/L0/001,
IMG_0946.HEIC,delete,very_blurry;low_contrast,22.9,132.4,9.5,0.26,0.0,0.0,0.376,False,,-1,1,True,4032,3024,12.19,0,989A1E8F-A04F-4FAC-8D22-636656263EC3/L0/001,
IMG_0917.HEIC,delete,very_blurry,23.2,164.4,33.2,0.33,0.0,0.0,0.375,False,,-1,1,True,4032,3024,12.19,0,4D48261B-74F4-4BEC-B760-35BCB05DE4C1/L0/001,
IMG_0947.HEIC,delete,very_blurry;low_contrast,23.3,132.4,8.8,0.26,0.0,0.0,0.496,False,,-1,1,True,4032,3024,12.19,0,F270DF2A-C9E8-4760-967B-3F87C0220850/L0/001,
IMG_0905.HEIC,delete,very_blurry,24.7,189.0,34.3,0.24,0.0,0.012,0.505,False,,-1,1,True,4032,3024,12.19,0,B3D2EC08-5EEB-4223-9820-B5FBFD40D754/L0/001,
IMG_0915.HEIC,delete,very_blurry,25.1,132.0,38.0,0.3,0.0,0.001,0.589,False,,-1,1,True,4032,3024,12.19,0,75ADACD1-39EF-4BFE-AAC6-FF0F82D4FEFC/L0/001,
IMG_0916.HEIC,delete,very_blurry,25.2,127.2,41.2,0.29,0.0,0.0,0.585,False,,-1,1,True,4032,3024,12.19,0,0DED7056-2DB1-4EDE-8194-1634C01C29B3/L0/001,
IMG_0943.HEIC,delete,very_blurry,26.9,169.5,25.4,0.22,0.0,0.0,0.571,False,,99,2,True,4032,3024,12.19,0,165BF4D1-3811-42A5-803E-F6895DDB465E/L0/001,
moments_09_11_18_04_48.JPG,delete,very_blurry;low_face_quality,28.9,153.5,70.6,0.42,0.0,0.169,0.322,False,0.224,-1,1,True,716,1280,0.92,0,7C9C14E4-9E54-45C2-8130-63A8220E8DAF/L0/001,
IMG_0901.HEIC,delete,very_blurry,30.5,124.8,39.2,0.26,0.0,0.003,0.543,False,,101,2,True,4032,3024,12.19,0,972FA65A-3852-4B1E-9A8C-9CB60E1BC196/L0/001,
IMG_0944.HEIC,delete,very_blurry,32.4,166.3,21.6,0.27,0.001,0.0,0.562,False,,-1,1,True,4032,3024,12.19,0,FDA17F10-3867-4143-94F5-4153C2002082/L0/001,
IMG_0895.HEIC,delete,very_blurry,32.8,131.0,34.5,0.31,0.0,0.0,0.402,False,,103,3,True,4032,3024,12.19,0,589690AE-6205-4FE6-809C-B437A505169B/L0/001,
IMG_0898.HEIC,delete,very_blurry,33.0,122.7,31.4,0.3,0.001,0.0,0.533,False,,102,2,True,4032,3024,12.19,0,FDAE4D3E-B381-4F3D-801D-2C0AF736BFB7/L0/001,
IMG_0883.HEIC,delete,very_blurry,33.2,137.9,47.6,0.44,0.0,0.005,0.57,False,,107,3,True,4032,3024,12.19,0,D500CF9B-430C-4111-BAF5-A1E255761F69/L0/001,
IMG_0951.HEIC,delete,very_blurry,33.3,155.1,25.8,0.31,0.0,0.0,0.274,False,,-1,1,True,4032,3024,12.19,0,5AD88237-2572-4539-9D3B-EE582C10A301/L0/001,
IMG_0930.HEIC,delete,very_blurry,33.3,96.7,24.3,0.3,0.0,0.0,0.474,False,,-1,1,True,4032,3024,12.19,0,F52B1679-122F-4B89-9171-AA30275B99D3/L0/001,
IMG_0139.HEIC,delete,very_blurry,34.8,70.7,62.3,0.38,0.1,0.0,0.445,False,0.523,-1,1,True,2320,3088,7.16,0,E84256F2-56DA-43B6-9075-B943A62BACCE/L0/001,
IMG_0938.HEIC,delete,blurry;low_contrast,45.1,141.3,16.6,0.27,0.001,0.0,0.555,False,,-1,1,True,4032,3024,12.19,0,0477808E-72FD-4937-AD59-85A5FD8DC936/L0/001,
IMG_0701.HEIC,delete,blurry;utility;low_face_quality,75.1,144.6,58.9,0.77,0.015,0.0,0.326,True,0.265,-1,1,True,3024,4032,12.19,0,163EA677-0E09-4B1F-B8FF-5CE2CF91707E/L0/001,
IMG_0706.HEIC,delete,blurry;low_face_quality,94.6,143.9,60.8,0.68,0.017,0.0,0.359,False,0.294,-1,1,True,3024,4032,12.19,0,3ABF2E24-7EDF-4C4B-A9A1-6B79EAF54BE6/L0/001,
IMG_1247.HEIC,delete,low_face_quality,106.5,137.3,57.5,0.36,0.004,0.002,0.488,False,0.18,-1,1,True,4032,3024,12.19,0,B7CD19D1-84E6-4894-AB9B-9405FB37BCE6/L0/001,
IMG_1936.HEIC,delete,low_face_quality,122.5,141.5,65.2,0.63,0.001,0.0,0.346,False,0.213,-1,1,True,3024,4032,12.19,0,5FAFC59A-14DD-495C-8908-DC1596FB00AC/L0/001,
IMG_1640.HEIC,delete,low_face_quality,125.7,120.1,69.5,0.69,0.0,0.064,0.35,False,0.226,-1,1,True,4032,3024,12.19,0,D8627E42-D848-469A-9189-E15CDFEAB953/L0/001,
IMG_0009.JPG,delete,low_face_quality,136.7,94.3,68.4,0.49,0.0,0.044,0.406,False,0.28,-1,1,True,3024,4032,12.19,0,94F6DD7A-6308-42EE-985E-C650C376A636/L0/001,
IMG_0704.HEIC,delete,low_face_quality,137.0,142.5,63.7,0.8,0.036,0.0,0.446,False,0.246,-1,1,True,3024,4032,12.19,0,622E24A9-3B99-4366-A8F8-0B04372B1DBB/L0/001,
IMG_0729.HEIC,delete,low_face_quality,149.8,110.0,81.7,0.37,0.041,0.0,0.37,False,0.298,-1,1,True,3024,4032,12.19,0,6650B366-945B-46DD-9ADD-4612BD4052E1/L0/001,
IMG_0981.HEIC,delete,low_face_quality,156.6,130.9,75.3,0.29,0.012,0.0,0.487,False,0.269,91,3,True,4032,3024,12.19,0,35FABB0E-92DE-4F72-8F7C-E66DB4AC3A01/L0/001,
IMG_1641.HEIC,delete,low_face_quality,166.7,125.4,79.8,0.58,0.0,0.042,0.421,False,0.231,-1,1,True,4032,3024,12.19,0,C29E17C9-98A8-44E6-A19C-31A3C1EFD3E6/L0/001,
IMG_1456.HEIC,delete,low_face_quality,194.0,119.6,64.5,0.58,0.004,0.03,0.479,False,0.237,-1,1,True,4032,3024,12.19,0,116BE564-66A5-45F0-AD26-FBB43FF00EDF/L0/001,
IMG_1407.HEIC,delete,low_face_quality,196.0,114.5,63.3,1.17,0.016,0.072,0.337,False,0.26,-1,1,True,3024,4032,12.19,0,F1054699-8575-4C41-901A-08564FB6EFFD/L0/001,
IMG_1764.HEIC,delete,low_face_quality,197.0,119.1,82.9,0.67,0.0,0.131,0.335,False,0.291,-1,1,True,4032,3024,12.19,0,5371F9A3-E454-4064-B82C-A24FE3140BE2/L0/001,
IMG_1775.HEIC.jpeg,delete,low_face_quality,199.9,118.7,63.2,0.92,0.007,0.001,0.382,False,0.255,-1,1,True,768,1024,0.79,0,226CCD8E-B947-447E-AC8A-648ABF724DDD/L0/001,
IMG_1919.HEIC,delete,low_face_quality,244.6,137.9,75.8,0.69,0.001,0.043,0.589,False,0.259,-1,1,True,4032,3024,12.19,0,25D8456A-5F01-4FAF-A86A-BA424E9633BF/L0/001,
IMG_1406.HEIC,delete,low_face_quality,262.5,122.5,67.9,0.91,0.0,0.112,0.378,False,0.241,-1,1,True,3024,4032,12.19,0,41364B41-CF94-4201-980F-0ACD6AB72E46/L0/001,
IMG_1875.HEIC,delete,low_face_quality,266.1,72.3,69.9,0.6,0.024,0.012,0.296,False,0.211,-1,1,True,3024,4032,12.19,0,E189E5D4-8FD4-4D91-A070-2F62F579CE3C/L0/001,
IMG_0314.HEIC,delete,low_face_quality,268.6,96.7,68.9,1.26,0.003,0.0,0.616,False,0.298,-1,1,True,3024,4032,12.19,0,7B3CC63F-1C58-446C-87FC-8ADDD978F8F0/L0/001,
IMG_0319.HEIC.jpeg,delete,low_face_quality,276.1,102.5,75.6,1.19,0.001,0.09,0.292,False,0.267,-1,1,True,768,1024,0.79,0,BE8FCB6D-719F-4CBE-AD6E-E4967EB941C7/L0/001,
IMG_1920.HEIC,delete,low_face_quality,280.2,138.9,76.4,0.74,0.001,0.066,0.51,False,0.298,-1,1,True,4032,3024,12.19,0,6AAFC6EA-1E52-4C18-8B86-870B4A772E7C/L0/001,
IMG_1848.HEIC,delete,low_face_quality,282.8,124.8,66.1,0.77,0.001,0.037,0.492,False,0.031,-1,1,True,4032,3024,12.19,0,A5603980-89C0-4260-A794-D3C948C88F6A/L0/001,
IMG_1408.HEIC,delete,low_face_quality,283.1,115.3,55.6,1.01,0.002,0.023,0.421,False,0.275,-1,1,True,3024,4032,12.19,0,DCECFAEC-F47B-45A4-B9EA-72F7365D9983/L0/001,
IMG_1782.HEIC,delete,low_face_quality,305.8,97.3,73.8,0.56,0.0,0.038,0.304,False,0.173,15,2,True,3024,4032,12.19,0,0A6A0956-69BB-4DCB-ABFF-1BDB327DABAA/L0/001,
IMG_1765.HEIC,delete,low_face_quality,306.5,109.6,76.6,0.89,0.015,0.07,0.326,False,0.275,-1,1,True,4032,3024,12.19,0,B877C4F4-AE1C-49ED-B27C-C7C8F41D4372/L0/001,
IMG_0318.HEIC,delete,low_face_quality,350.2,97.3,72.9,1.06,0.0,0.005,0.462,False,0.297,-1,1,True,3024,4032,12.19,0,333DACA6-AC19-4FB5-800C-2FDC19F26420/L0/001,
IMG_0688.HEIC,delete,low_face_quality,356.4,120.0,68.9,0.86,0.001,0.0,0.533,False,0.223,-1,1,True,3024,4032,12.19,0,FCE40B56-880F-4649-AA0C-BC2A1B40266C/L0/001,
IMG_1642.HEIC,delete,low_face_quality,398.1,117.9,76.2,0.97,0.006,0.02,0.583,False,0.203,-1,1,True,4032,3024,12.19,0,BAE9F872-411C-48E5-B093-622D4AA48D51/L0/001,
IMG_0319.HEIC,delete,low_face_quality,407.9,102.6,75.7,0.67,0.001,0.09,0.329,False,0.271,-1,1,True,3024,4032,12.19,0,ACAA7562-33F8-4E3E-B6C7-B68A3770326E/L0/001,
IMG_1639.HEIC,delete,low_face_quality,410.1,111.1,55.1,0.69,0.0,0.016,0.325,False,0.298,-1,1,True,4032,3024,12.19,0,8283F3A2-55DD-4B0D-8749-554031D58CAF/L0/001,
IMG_1775.HEIC,delete,low_face_quality,410.8,98.7,73.9,0.73,0.033,0.03,0.348,False,0.266,-1,1,True,3024,4032,12.19,0,3C4B40C0-92D5-4ECE-B812-7F57329246DE/L0/001,
IMG_1922.HEIC,delete,low_face_quality,449.9,138.8,82.1,1.11,0.0,0.223,0.519,False,0.268,-1,1,True,4032,3024,12.19,0,481CAAF1-2534-4692-B422-3EF6C62D9B9F/L0/001,
IMG_1249.HEIC,delete,low_face_quality,473.6,157.6,62.5,1.33,0.001,0.0,0.591,False,0.289,-1,1,True,4032,3024,12.19,0,3405DA7A-9012-4E18-84AB-56DF1FB632F7/L0/001,
IMG_1766.HEIC,delete,low_face_quality,476.0,117.5,79.3,0.78,0.0,0.075,0.427,False,0.291,17,3,True,4032,3024,12.19,0,E31BD65C-D7F8-4B8F-AD01-185AB7E20833/L0/001,
IMG_1771.HEIC,delete,low_face_quality,505.1,117.8,82.1,0.91,0.0,0.102,0.438,False,0.291,-1,1,True,4032,3024,12.19,0,34162299-2C56-4BAC-B5FE-45F67556E8B6/L0/001,
IMG_0118.HEIC.jpeg,delete,low_face_quality,508.0,108.1,51.2,1.52,0.002,0.0,0.513,False,0.137,-1,1,True,600,800,0.48,0,5652E185-5571-40A8-B29D-FDD7238991C0/L0/001,
IMG_1404.HEIC,delete,low_face_quality,558.6,116.1,73.2,1.52,0.0,0.138,0.467,False,0.285,49,2,True,3024,4032,12.19,0,85DA07D2-720B-4D60-812A-ECCF00D0E378/L0/001,
IMG_0049.JPG,delete,low_face_quality,567.1,108.4,56.7,0.65,0.0,0.022,0.52,False,0.261,-1,1,True,3024,4032,12.19,0,4D9FC062-C638-45FD-A0C2-3459A7D13687/L0/001,
IMG_0043.JPG,delete,low_face_quality,571.6,99.2,75.2,0.99,0.0,0.035,0.379,False,0.288,-1,1,True,3024,4032,12.19,0,D8D372BB-B949-4554-ABB9-6FF8D96BCBB8/L0/001,
IMG_0114.HEIC,delete,low_face_quality,576.2,80.1,57.3,0.57,0.026,0.007,0.526,False,0.288,-1,1,True,3024,4032,12.19,0,DCD05E05-F3E5-44B9-A8BE-01C4B7A4EF1E/L0/001,
IMG_1850.HEIC,delete,low_face_quality,612.6,95.0,59.4,0.59,0.003,0.012,0.279,False,0.183,-1,1,True,3024,4032,12.19,0,842E2DD1-3B0D-4005-888D-561535A5074D/L0/001,
IMG_0807.HEIC,delete,low_face_quality,699.0,106.3,66.4,0.38,0.005,0.014,0.422,False,0.288,-1,1,True,4032,3024,12.19,0,777A4034-160C-4F83-AAA2-7B79810B777A/L0/001,
IMG_0038.JPG,delete,low_face_quality,703.0,110.5,59.6,0.75,0.0,0.022,0.425,False,0.281,-1,1,True,3024,4032,12.19,0,1A2AA9FC-C330-488B-8FA8-CBFED89ED0C8/L0/001,
IMG_0806.HEIC,delete,low_face_quality,734.6,106.1,69.0,0.37,0.008,0.011,0.448,False,0.231,-1,1,True,4032,3024,12.19,0,45A5B8EF-5806-4C1A-822D-2919B6A4C910/L0/001,
IMG_1469.HEIC,delete,low_face_quality,742.3,126.4,71.8,1.21,0.001,0.032,0.347,False,0.295,-1,1,True,3024,4032,12.19,0,C7DBFEE5-81A4-413F-9522-86CF9C451F53/L0/001,
IMG_0033.JPG,delete,low_face_quality,850.2,120.8,56.7,1.57,0.0,0.02,0.536,False,0.27,-1,1,True,3024,4032,12.19,0,74B90FD4-84C5-4094-B474-E9D3D66E228D/L0/001,
IMG_0050.JPG,delete,low_face_quality,852.5,100.3,62.2,0.62,0.0,0.042,0.39,False,0.296,-1,1,True,3024,4032,12.19,0,35D4996A-BECC-4696-B016-1A63F05C53A9/L0/001,
IMG_0360.HEIC,delete,low_face_quality,858.2,132.2,69.1,0.39,0.016,0.025,0.531,False,0.118,-1,1,True,4032,3024,12.19,0,B64689DD-FE9D-47A1-8CAE-D9DD22C40F89/L0/001,
IMG_0357.HEIC,delete,low_face_quality,901.5,114.3,69.4,0.4,0.02,0.02,0.473,False,0.226,-1,1,True,4032,3024,12.19,0,86CF07AA-2EFA-4A61-82F9-CD257F75D259/L0/001,
IMG_1300.HEIC,delete,low_face_quality,903.7,111.7,53.0,0.62,0.01,0.004,0.472,False,0.2,-1,1,True,4032,3024,12.19,0,7847C6E2-1750-4DD5-B519-354F9AD8B2B7/L0/001,
IMG_0808.HEIC,delete,low_face_quality,919.0,103.3,66.3,0.37,0.005,0.016,0.477,False,0.252,-1,1,True,4032,3024,12.19,0,26FDBF51-77F0-4124-BE54-2DD1777501F7/L0/001,
IMG_0358.HEIC,delete,low_face_quality,947.6,130.4,69.7,0.39,0.018,0.026,0.546,False,0.098,166,2,True,4032,3024,12.19,0,8E2D8223-9DEA-47DD-9E5B-0D84A863CE9E/L0/001,
IMG_1187.HEIC,delete,low_face_quality,1022.5,118.7,55.3,0.41,0.002,0.004,0.437,False,0.231,-1,1,True,4032,3024,12.19,0,03A4998B-5984-4772-B17B-95A657F2D36B/L0/001,
IMG_1863.HEIC,delete,low_face_quality,1059.5,107.9,66.7,1.01,0.019,0.013,0.397,False,0.293,-1,1,True,3024,4032,12.19,0,9D93DB6D-6726-486E-87A1-E2759437C576/L0/001,
IMG_1190.HEIC.jpeg,delete,low_face_quality,1062.7,125.8,68.4,2.3,0.003,0.014,0.493,False,0.183,-1,1,True,800,600,0.48,0,C6ED7B3C-8083-4425-BF50-316D6A8D6371/L0/001,
IMG_0363.HEIC,delete,low_face_quality,1121.3,109.5,67.0,0.45,0.013,0.007,0.443,False,0.14,-1,1,True,4032,3024,12.19,0,5CE26A68-DC00-41B1-B8A8-EB629C3450EB/L0/001,
IMG_1868.HEIC.jpeg,delete,low_face_quality,1251.9,116.8,58.5,2.82,0.007,0.003,0.482,False,0.286,-1,1,True,600,800,0.48,0,14303BF0-6F4B-4E3F-9EE7-62A146E12C4B/L0/001,
IMG_1464.HEIC,delete,low_face_quality,1271.3,127.7,65.0,1.15,0.012,0.007,0.344,False,0.272,-1,1,True,3024,4032,12.19,0,A7C52D4D-1DA5-40A3-B4BE-5FAD3B403844/L0/001,
IMG_1759.HEIC,delete,low_face_quality,1281.8,90.9,63.3,0.85,0.001,0.063,0.451,False,0.17,-1,1,True,3024,4032,12.19,0,323B964D-145B-4D36-8B4E-48954FF5D75E/L0/001,
IMG_1044.HEIC,delete,low_face_quality,1409.4,136.2,68.3,2.09,0.0,0.128,0.414,False,0.281,-1,1,True,3024,4032,12.19,0,AE1E28ED-3500-4C9C-97CF-0B6A48BC0313/L0/001,
IMG_0732.HEIC,delete,utility;low_face_quality,1436.0,106.1,67.1,2.5,0.007,0.002,0.538,True,0.269,-1,1,True,3024,4032,12.19,0,C30BA823-8A2B-4C97-BA8F-CF869A97B97F/L0/001,
IMG_1758.HEIC,delete,low_face_quality,1453.7,102.9,64.2,0.93,0.0,0.07,0.476,False,0.161,-1,1,True,3024,4032,12.19,0,82239AD6-42A5-4458-B367-B8B09F76B58F/L0/001,
IMG_1191.HEIC,delete,low_face_quality,1651.0,100.6,72.5,2.62,0.0,0.003,0.554,False,0.298,76,6,True,4032,3024,12.19,0,C1C74E5A-B094-4577-8D19-D00F3C38BA8D/L0/001,
IMG_1708.HEIC,delete,low_face_quality,1910.9,96.0,51.1,0.47,0.006,0.0,0.601,False,0.072,-1,1,True,4032,3024,12.19,0,9F372F7E-8FCD-4F17-996D-F5D8FB199CCF/L0/001,
BB78A6FEC287AD9B4A788384A5665729.jpg,delete,low_face_quality,2005.3,102.3,76.8,4.7,0.042,0.037,0.469,False,0.264,-1,1,True,4056,3040,12.33,0,1D5F7762-E371-4767-9B0E-DC3F999373F1/L0/001,
IMG_1755.HEIC,delete,low_face_quality,2051.3,87.7,66.3,0.76,0.003,0.059,0.438,False,0.197,-1,1,True,3024,4032,12.19,0,EFB0C107-1FC7-43DD-8A11-E5B2D909E696/L0/001,
IMG_0750.HEIC,delete,low_face_quality,2359.1,124.1,67.6,1.51,0.005,0.01,0.53,False,0.186,-1,1,True,4032,3024,12.19,0,D50EAE1E-7598-48F4-B8E8-3E67521A326B/L0/001,
IMG_0674.HEIC,delete,low_face_quality,2548.4,92.2,53.5,2.38,0.007,0.006,0.495,False,0.282,-1,1,True,3024,4032,12.19,0,F4D2C1EA-2492-486D-BFF3-922ADBC94FEC/L0/001,
IMG_1494.HEIC,delete,low_face_quality,2999.9,102.4,55.6,0.45,0.009,0.001,0.498,False,0.28,-1,1,True,3024,4032,12.19,0,B7D491EF-AA60-4915-BA5B-F5B89982D182/L0/001,
IMG_1757.HEIC,delete,low_face_quality,3101.0,81.0,60.3,0.96,0.003,0.039,0.467,False,0.245,-1,1,True,3024,4032,12.19,0,43FAF150-C5A6-43CC-A8F7-D76D7C5AFA7C/L0/001,
IMG_1754.HEIC,delete,low_face_quality,3245.3,92.3,68.4,4.65,0.0,0.063,0.544,False,0.269,-1,1,True,3024,4032,12.19,0,C01185AC-D16F-4A6E-AF20-B3C272CB68B3/L0/001,
IMG_1752.HEIC,delete,low_face_quality,3290.6,73.6,66.0,4.94,0.004,0.039,0.524,False,0.256,-1,1,True,3024,4032,12.19,0,1E4000CF-FFCB-48F2-A93F-9C3059C6EB03/L0/001,
IMG_0950.HEIC,duplicate,near_dup_of:IMG_0948.HEIC,14.0,151.5,19.5,0.31,0.0,0.0,-0.078,False,,98,3,False,4032,3024,12.19,0,FCCBCFC9-67F9-41E9-866C-4019A6CC1414/L0/001,
IMG_0949.HEIC,duplicate,near_dup_of:IMG_0948.HEIC,16.0,152.4,18.2,0.31,0.0,0.0,0.246,False,,98,3,False,4032,3024,12.19,0,211167A1-4C2E-4432-B5FA-AD9E1CEEE3A3/L0/001,
IMG_0942.HEIC,duplicate,near_dup_of:IMG_0943.HEIC,21.6,166.5,25.3,0.22,0.0,0.0,0.561,False,,99,2,False,4032,3024,12.19,0,4DB85041-92A8-45F5-BAC4-653720E69934/L0/001,
IMG_0892.HEIC,duplicate,near_dup_of:IMG_0893.HEIC,22.0,132.9,31.8,0.3,0.0,0.0,0.502,False,,104,2,False,4032,3024,12.19,0,399D66F6-2142-4180-8FF7-778E72624D32/L0/001,
IMG_0885.HEIC,duplicate,near_dup_of:IMG_0883.HEIC,27.4,139.3,48.0,0.43,0.0,0.005,0.542,False,,107,3,False,4032,3024,12.19,0,DB70D157-11AD-4BA6-853D-2D67A388C9DB/L0/001,
IMG_0884.HEIC,duplicate,near_dup_of:IMG_0883.HEIC,28.9,139.0,48.1,0.43,0.0,0.005,0.54,False,,107,3,False,4032,3024,12.19,0,8CE47066-41C8-4A52-A47B-EF82542B2C5C/L0/001,
IMG_0900.HEIC,duplicate,near_dup_of:IMG_0901.HEIC,29.4,127.4,40.9,0.28,0.0,0.003,0.488,False,,101,2,False,4032,3024,12.19,0,8E698AA0-E6FA-411A-8838-5C983095B0A8/L0/001,
IMG_0896.HEIC,duplicate,near_dup_of:IMG_0895.HEIC,31.4,130.6,34.8,0.32,0.0,0.0,0.494,False,,103,3,False,4032,3024,12.19,0,83052178-DAC7-4576-8642-C17647F3592F/L0/001,
IMG_0899.HEIC,duplicate,near_dup_of:IMG_0898.HEIC,32.4,127.4,32.1,0.31,0.001,0.0,0.566,False,,102,2,False,4032,3024,12.19,0,052F0A55-26B4-4978-AC46-E095E29674DE/L0/001,
IMG_0897.HEIC,duplicate,near_dup_of:IMG_0895.HEIC,32.5,130.4,34.5,0.31,0.0,0.0,0.421,False,,103,3,False,4032,3024,12.19,0,62335B13-6E2E-4FFD-ADBE-BC19B426875C/L0/001,
IMG_0888.HEIC,duplicate,near_dup_of:IMG_0889.HEIC,34.4,115.9,47.7,0.3,0.001,0.003,0.524,False,,105,3,False,4032,3024,12.19,0,504D2C80-ED4D-4122-BF9E-5483A5E1E96E/L0/001,
IMG_0890.HEIC,duplicate,near_dup_of:IMG_0889.HEIC,34.5,168.1,49.0,0.24,0.001,0.009,0.429,False,,105,3,False,4032,3024,12.19,0,6C9A67A4-3BEC-4FBE-A9E3-3147F77D1100/L0/001,
IMG_0952.HEIC,duplicate,near_dup_of:IMG_0954.HEIC,39.8,158.4,21.9,0.31,0.0,0.0,-0.19,False,,97,3,False,4032,3024,12.19,0,4BAF0FEE-A4DD-428C-A5E2-F80A5BBAAD03/L0/001,
IMG_0953.HEIC,duplicate,near_dup_of:IMG_0954.HEIC,45.9,154.8,20.6,0.32,0.0,0.0,0.291,True,,97,3,False,4032,3024,12.19,0,A4C8FEE2-9D57-48A5-86E9-99E01EDCEEA4/L0/001,
IMG_0907.HEIC,duplicate,near_dup_of:IMG_0908.HEIC,56.3,145.8,44.6,0.31,0.0,0.0,0.521,False,,100,2,False,4032,3024,12.19,0,5C23CF22-76F4-4A14-910F-442A3B962246/L0/001,
IMG_1916.HEIC,duplicate,near_dup_of:IMG_1918.HEIC,61.8,144.3,59.6,0.52,0.003,0.002,0.452,False,0.615,2,4,False,4032,3024,12.19,0,E055DFFA-049F-47F4-9A47-AFFF3BED3DBC/L0/001,
IMG_1917.heic,duplicate,near_dup_of:IMG_1918.HEIC,68.7,145.2,60.6,0.59,0.003,0.003,0.502,False,0.608,2,4,False,4032,3024,12.19,0,18963B7C-6C38-4D02-898D-C7E260C01EFD/L0/001,
IMG_1895.HEIC,duplicate,near_dup_of:IMG_1894.HEIC,71.9,156.2,74.6,0.43,0.0,0.259,0.368,False,0.452,5,4,False,2320,3088,7.16,0,979ADD31-D635-427D-9B21-A7A099BF8EB9/L0/001,
IMG_1917.HEIC,duplicate,near_dup_of:IMG_1918.HEIC,72.5,145.2,60.6,0.6,0.003,0.002,0.496,False,0.587,2,4,False,4032,3024,12.19,0,DE90DFC2-57C1-4E7C-BA63-5F815AA4E045/L0/001,
IMG_1622.JPG,duplicate,near_dup_of:IMG_0980.HEIC.jpeg,76.8,154.5,47.6,0.61,0.002,0.0,0.642,False,0.541,92,2,False,2704,2033,5.5,0,0D2295F3-0592-474E-98B9-FD57CF42F68B/L0/001,
IMG_1897.HEIC,duplicate,near_dup_of:IMG_1894.HEIC,83.0,163.4,72.9,0.48,0.0,0.287,0.386,False,0.431,5,4,False,2320,3088,7.16,0,90666D39-07C0-4280-8A03-EBEAE6804F6B/L0/001,
