path,recommendation,reasons,sharpness,brightness,contrast,noise,black_frac,white_frac,aesthetic,is_utility,face_quality,cluster_id,cluster_size,is_keeper,width,height,megapixels,file_bytes,asset_id,error
IMG_0611.HEIC,duplicate,near_dup_of:IMG_0612.HEIC,1259.7,129.2,70.0,1.47,0.0,0.002,0.708,False,,144,2,False,4032,3024,12.19,0,7A6A8A3B-36E9-443D-8311-89D968AE469F/L0/001,
IMG_1633.HEIC,duplicate,near_dup_of:IMG_1632.HEIC,1279.5,106.7,63.3,0.79,0.001,0.004,0.491,False,0.318,38,4,False,4032,3024,12.19,0,3C68137A-5953-4E13-9D39-F11287DE71AC/L0/001,
IMG_0453.HEIC,duplicate,near_dup_of:IMG_0451.HEIC,1289.6,142.6,58.4,1.24,0.0,0.003,0.518,False,,161,3,False,4032,3024,12.19,0,A1E599E2-116F-4104-8684-BCA0FCBC5DF4/L0/001,
IMG_0813.HEIC,duplicate,near_dup_of:IMG_0812.HEIC,1311.9,143.3,64.2,3.37,0.002,0.001,0.658,False,,116,3,False,4032,3024,12.19,0,900AD4D1-BEBB-484D-ABD1-D2F63323EBDE/L0/001,
IMG_0457.HEIC,duplicate,near_dup_of:IMG_0455.HEIC,1338.8,91.6,51.5,0.54,0.003,0.0,0.672,False,,160,3,False,4032,3024,12.19,0,58380680-BD55-4D6C-A1B7-7672B85A7EDA/L0/001,
IMG_0670.HEIC,duplicate,near_dup_of:IMG_0669.HEIC,1341.6,141.8,61.8,0.47,0.0,0.001,0.66,False,,130,3,False,4032,3024,12.19,0,02788668-AA60-417E-BACF-E510614691FC/L0/001,
IMG_0685.HEIC,duplicate,near_dup_of:IMG_0684.HEIC,1365.5,169.3,62.2,0.34,0.0,0.001,0.573,False,,128,2,False,4032,3024,12.19,0,7055A47F-C148-4AC8-96B3-72788678FD24/L0/001,
IMG_1226.HEIC.jpeg,duplicate,near_dup_of:IMG_1226.HEIC,1381.4,141.8,54.7,3.35,0.001,0.0,0.687,False,0.299,69,3,False,800,600,0.48,0,A034427C-6974-46CD-A1F2-A792F16527A5/L0/001,
IMG_1647.HEIC,duplicate,near_dup_of:IMG_1646.HEIC,1382.4,140.3,74.6,3.14,0.003,0.0,0.57,False,,34,2,False,4032,3024,12.19,0,24F6A301-E9BE-433C-865A-0FC4E8731C7D/L0/001,
IMG_1273.HEIC,duplicate,near_dup_of:IMG_1274.HEIC,1382.4,144.3,60.0,2.39,0.0,0.004,0.455,False,,58,3,False,3024,4032,12.19,0,356D9CF4-E540-4DA4-B3A5-08AFF0335CA3/L0/001,
IMG_0710.HEIC.jpeg,duplicate,near_dup_of:IMG_0710.HEIC,1402.4,152.7,64.1,2.55,0.002,0.005,0.632,False,,126,5,False,800,600,0.48,0,E785D00B-1727-480E-A637-6836435F0594/L0/001,
IMG_1295.HEIC,duplicate,near_dup_of:IMG_1296.HEIC,1424.3,104.0,57.1,2.28,0.015,0.005,0.598,False,,55,2,False,3024,4032,12.19,0,7989B633-16C0-47D6-83BA-5B2ADD25ECF4/L0/001,
IMG_0531.HEIC,duplicate,near_dup_of:IMG_0537.HEIC,1427.5,108.7,59.8,1.78,0.0,0.001,0.71,False,,154,4,False,4032,3024,12.19,0,B5B7CB90-5151-4495-8BF8-ADF354D1B914/L0/001,
IMG_0530.HEIC,duplicate,near_dup_of:IMG_0537.HEIC,1440.3,108.5,60.0,1.38,0.0,0.001,0.646,False,,154,4,False,4032,3024,12.19,0,0FBE116C-3017-48CC-B7BB-DDCF2E17BD4D/L0/001,
IMG_1868.HEIC,duplicate,near_dup_of:IMG_1867.HEIC,1456.6,116.9,59.3,1.57,0.004,0.004,0.46,False,0.34,8,2,False,3024,4032,12.19,0,838C2082-5C1E-41A4-95CA-CA04EC490DA3/L0/001,
IMG_1275.HEIC,duplicate,near_dup_of:IMG_1274.HEIC,1460.3,147.1,63.5,2.46,0.0,0.005,0.396,False,,58,3,False,3024,4032,12.19,0,8CE09E19-2DEF-40D5-BC5F-B660AA227340/L0/001,
IMG_1287.HEIC,duplicate,near_dup_of:IMG_1285.HEIC,1474.7,128.8,62.5,3.3,0.0,0.003,0.559,False,,56,4,False,4032,3024,12.19,0,864425E0-5D2C-40C8-9D64-24F22CCD8FAD/L0/001,
IMG_0822.HEIC,duplicate,near_dup_of:IMG_0823.HEIC,1599.4,122.6,74.5,1.3,0.013,0.003,0.469,False,0.33,115,2,False,4032,3024,12.19,0,DD0F6151-9A72-4DF2-B2AB-D26616C41E6C/L0/001,
IMG_1706.HEIC.jpeg,duplicate,near_dup_of:IMG_1706.HEIC,1603.7,128.9,66.2,3.31,0.008,0.01,0.471,False,,23,2,False,640,480,0.31,0,A9808512-CA48-45B8-A90E-315DA6A39AEB/L0/001,
IMG_0614.HEIC,duplicate,near_dup_of:IMG_0615.HEIC,1612.1,129.3,53.0,0.46,0.001,0.006,0.55,False,,142,2,False,4032,3024,12.19,0,494C250A-1083-493E-A739-2B436F37B7FC/L0/001,
IMG_0469.HEIC,duplicate,near_dup_of:IMG_0470.HEIC,1613.2,120.1,65.8,0.56,0.002,0.004,0.621,False,,158,2,False,4032,3024,12.19,0,EED640DB-D381-4484-BE37-0E64CFB0E3FA/L0/001,
IMG_1709.HEIC.jpeg,duplicate,near_dup_of:IMG_1709.HEIC,1618.0,137.4,61.8,3.36,0.008,0.02,0.619,False,,22,2,False,800,600,0.48,0,C9D516A9-F7F3-4BFA-AF3B-5A02E23DC4AC/L0/001,
IMG_1298.HEIC,duplicate,near_dup_of:IMG_1297.HEIC,1693.9,108.3,57.7,1.05,0.007,0.009,0.496,False,,54,2,False,4032,3024,12.19,0,079E2475-EFD6-4670-B3D3-5F92C90034B7/L0/001,
IMG_1192.HEIC,duplicate,near_dup_of:IMG_1191.HEIC,1701.9,103.9,71.6,2.53,0.0,0.002,0.528,False,0.201,76,6,False,4032,3024,12.19,0,7CD3724A-DC3F-43B9-9494-6A7DCE38EF53/L0/001,
IMG_1202.HEIC,duplicate,near_dup_of:IMG_1201.HEIC,1751.9,118.9,48.3,1.78,0.003,0.0,0.642,False,,75,2,False,4032,3024,12.19,0,338F7CDF-2EA8-4288-878F-B9210FC6CF71/L0/001,
IMG_1196.HEIC,duplicate,near_dup_of:IMG_1191.HEIC,1752.8,110.2,75.8,2.11,0.0,0.012,0.626,False,0.293,76,6,False,4032,3024,12.19,0,B97A41DA-463C-429B-B545-59A583D14DE9/L0/001,
IMG_0155.HEIC,duplicate,near_dup_of:IMG_0157.HEIC,1780.6,119.6,68.3,1.5,0.023,0.008,0.482,False,,172,2,False,4032,3024,12.19,0,41ADE337-5F41-4AEF-AEBA-16245652645A/L0/001,
IMG_0830.HEIC,duplicate,near_dup_of:IMG_0829.HEIC,1780.9,137.2,62.9,3.49,0.009,0.005,0.495,False,,112,2,False,3024,4032,12.19,0,3B566CAB-D68E-4EFA-9A12-A3EBB1966EBA/L0/001,
IMG_1194.HEIC,duplicate,near_dup_of:IMG_1191.HEIC,1785.8,108.7,71.7,2.19,0.001,0.006,0.62,False,0.247,76,6,False,4032,3024,12.19,0,D35BBA98-4718-4755-8E54-8BA87EE22612/L0/001,
IMG_1195.HEIC,duplicate,near_dup_of:IMG_1191.HEIC,1800.1,105.9,75.4,2.11,0.0,0.004,0.638,False,0.281,76,6,False,4032,3024,12.19,0,578743D9-1FDD-43E2-82FB-291F2FF567E2/L0/001,
IMG_1185.HEIC,duplicate,near_dup_of:IMG_1186.HEIC,1813.5,111.8,64.1,0.95,0.001,0.026,0.43,False,,77,2,False,4032,3024,12.19,0,0EC8E068-1A2C-4E90-B550-B8B46DEB7DF6/L0/001,
IMG_0567.HEIC,duplicate,near_dup_of:IMG_0567.HEIC.jpeg,1825.4,95.6,40.0,0.45,0.001,0.0,0.601,False,,150,3,False,4032,3024,12.19,0,D5A29E9B-CBF8-44D2-B404-00A9E2603FCE/L0/001,
IMG_0827.HEIC,duplicate,near_dup_of:IMG_0828.HEIC,1850.2,145.4,63.9,1.69,0.012,0.0,0.601,False,,113,2,False,4032,3024,12.19,0,9740DDD3-44FD-4A15-92C3-D1F5AF9975E3/L0/001,
IMG_1214.HEIC,duplicate,near_dup_of:IMG_1213.HEIC,1850.9,61.0,60.1,0.45,0.036,0.002,0.408,False,,72,4,False,3024,4032,12.19,0,FA85DEE2-9630-4CA8-BE71-99DF4245AEB0/L0/001,
IMG_1211.HEIC,duplicate,near_dup_of:IMG_1213.HEIC,1853.7,61.6,59.8,0.43,0.028,0.003,0.359,False,,72,4,False,3024,4032,12.19,0,5D3689F8-107B-45E1-84B0-FBEC85B60999/L0/001,
IMG_1284.HEIC,duplicate,near_dup_of:IMG_1285.HEIC,1867.5,133.2,63.0,3.64,0.0,0.004,0.575,False,,56,4,False,4032,3024,12.19,0,5E0DECE4-3BD1-4F74-B924-259F1F737240/L0/001,
IMG_1212.HEIC,duplicate,near_dup_of:IMG_1213.HEIC,1870.3,63.4,60.6,0.45,0.027,0.002,0.481,False,,72,4,False,3024,4032,12.19,0,9D9A3D93-07DF-4F94-A32F-4B7E13E02C23/L0/001,
IMG_0568.HEIC,duplicate,near_dup_of:IMG_0567.HEIC.jpeg,1884.0,94.1,40.7,0.44,0.0,0.0,0.644,False,,150,3,False,4032,3024,12.19,0,5B02BD78-A95F-47B6-B1EE-D4383C24FE5D/L0/001,
IMG_0456.HEIC,duplicate,near_dup_of:IMG_0455.HEIC,1896.8,91.2,50.2,0.67,0.002,0.0,0.723,False,,160,3,False,4032,3024,12.19,0,63450A28-DBF7-4CB7-A0D7-D40CC87EE01E/L0/001,
IMG_1193.HEIC,duplicate,near_dup_of:IMG_1191.HEIC,1927.4,98.9,71.7,2.74,0.0,0.002,0.655,False,0.254,76,6,False,4032,3024,12.19,0,2458000C-2757-469A-AACA-D438FC153639/L0/001,
6978DB2AFD8CB29543D10D390F76061D.jpg,duplicate,near_dup_of:FD22E2930A4C7661B9075FB42A8FCAB5.jpg,1939.7,111.9,66.3,4.67,0.0,0.001,0.413,False,,95,2,False,4056,3040,12.33,0,C76919DA-68C5-4F72-B816-E9430EDB08C0/L0/001,
IMG_1435.HEIC,duplicate,near_dup_of:IMG_1434.HEIC,1949.5,114.1,69.7,2.08,0.0,0.061,0.557,False,,47,2,False,3024,4032,12.19,0,642DE54D-8D61-4B52-A1A3-FBF7740B9965/L0/001,
0962F4D6B585FE062DFC92F8B923260A.jpg,duplicate,near_dup_of:89050BC57992CE79C17DC960F4B9DAF3.jpg,1958.8,102.9,75.5,2.43,0.041,0.055,0.555,False,0.518,96,2,False,4056,3040,12.33,0,241E0437-9CB4-4C22-8C1E-DFB0039D23C8/L0/001,
IMG_0294.HEIC,duplicate,near_dup_of:IMG_0293.HEIC,1965.4,111.3,62.2,1.38,0.002,0.001,0.575,False,,168,2,False,4032,3024,12.19,0,BF2ADD0B-F042-4551-AD2C-C1CB1BC171F7/L0/001,
IMG_0836.HEIC,duplicate,near_dup_of:IMG_0835.HEIC,2015.1,145.2,70.1,2.09,0.009,0.004,0.581,False,,111,3,False,4032,3024,12.19,0,6CE29F60-BCD6-4038-8F22-33F5CB0D16CC/L0/001,
IMG_1472.HEIC,duplicate,near_dup_of:IMG_1473.HEIC,2016.4,135.9,65.8,3.87,0.0,0.002,0.574,False,,42,2,False,4032,3024,12.19,0,578A36EE-83F3-45EE-AB14-BF0375518A0E/L0/001,
IMG_0778.HEIC.jpeg,duplicate,near_dup_of:IMG_0778.HEIC,2084.9,99.4,62.3,4.01,0.015,0.046,0.426,False,0.367,120,2,False,640,480,0.31,0,24C4E258-4CD3-46AB-B7EC-2A6C15079FDE/L0/001,
IMG_1690.HEIC.jpeg,duplicate,near_dup_of:IMG_1690.HEIC,2097.8,115.0,67.1,4.46,0.008,0.0,0.447,False,,26,3,False,640,480,0.31,0,BAE43FE8-A20B-41E4-BE60-1A6BCA561278/L0/001,
IMG_0466.HEIC,duplicate,near_dup_of:IMG_0464.HEIC,2100.8,120.8,63.6,2.86,0.001,0.013,0.539,False,,159,2,False,3024,4032,12.19,0,B4C5162E-71DD-4939-92B4-3261872D1A70/L0/001,
IMG_0837.HEIC,duplicate,near_dup_of:IMG_0835.HEIC,2112.4,147.3,68.0,2.17,0.007,0.002,0.554,False,,111,3,False,4032,3024,12.19,0,B79080F3-0641-4491-9BD7-44F88494A2D9/L0/001,
IMG_1021.HEIC,duplicate,near_dup_of:IMG_1022.HEIC,2130.6,126.7,62.6,2.33,0.0,0.005,0.465,False,,90,2,False,4032,3024,12.19,0,5ABA9596-173E-4562-A7FA-8069873035F3/L0/001,
IMG_0787.HEIC,duplicate,near_dup_of:IMG_0788.HEIC,2143.1,110.3,54.9,0.55,0.005,0.001,0.542,False,,118,2,False,3024,4032,12.19,0,63F20CEB-492D-4678-94BF-4B9F8FF270CA/L0/001,
IMG_0596.HEIC,duplicate,near_dup_of:IMG_0595.HEIC,2356.1,152.9,67.9,1.41,0.0,0.0,0.42,False,,148,2,False,4032,3024,12.19,0,79243642-1C03-4EF6-85D0-EC2778E07954/L0/001,
IMG_0709.HEIC,duplicate,near_dup_of:IMG_0710.HEIC,2387.3,152.7,65.6,1.01,0.0,0.01,0.609,False,,126,5,False,4032,3024,12.19,0,4CA480C8-D452-4BA1-B34F-4C0874E1B497/L0/001,
IMG_0708.HEIC,duplicate,near_dup_of:IMG_0710.HEIC,2411.3,152.6,65.4,1.07,0.0,0.01,0.638,False,,126,5,False,4032,3024,12.19,0,E1647365-8B73-4D48-BBEB-E33999A2AC0C/L0/001,
IMG_0707.HEIC,duplicate,near_dup_of:IMG_0710.HEIC,2418.9,153.3,66.0,0.98,0.0,0.014,0.634,False,,126,5,False,4032,3024,12.19,0,DBB1ECA1-6BF0-4913-87E5-ADC93EBB7A8E/L0/001,
IMG_1629.HEIC,duplicate,near_dup_of:IMG_1631.HEIC,2500.3,117.4,64.4,5.72,0.0,0.001,0.533,False,,39,3,False,3024,4032,12.19,0,B9691080-CCE8-4696-81BF-F806B5E6365B/L0/001,
IMG_0552.HEIC,duplicate,near_dup_of:IMG_0557.HEIC,2521.2,114.9,53.6,3.89,0.0,0.002,0.663,False,,152,4,False,4032,3024,12.19,0,DC350313-DC3A-4A86-A601-F31DF4B9E151/L0/001,
IMG_0554.HEIC,duplicate,near_dup_of:IMG_0557.HEIC,2522.2,114.7,52.7,1.58,0.0,0.002,0.628,False,,152,4,False,4032,3024,12.19,0,66BC7616-5CAF-45D6-A411-9E1B159226A0/L0/001,
IMG_0553.HEIC,duplicate,near_dup_of:IMG_0557.HEIC,2535.3,114.6,54.1,3.22,0.0,0.002,0.671,False,,152,4,False,4032,3024,12.19,0,B5DEC961-CF82-4778-A967-B772CA9E5CD3/L0/001,
IMG_0765.HEIC,duplicate,near_dup_of:IMG_0764.HEIC,2630.6,118.8,73.8,3.42,0.01,0.107,0.484,False,,121,2,False,7280,3894,28.35,0,33B705EB-CFE9-439B-B496-608C58025B3C/L0/001,
IMG_1221.jpeg,duplicate,near_dup_of:IMG_1221.HEIC,2681.7,113.0,42.2,2.21,0.0,0.0,0.471,False,,71,2,False,4096,1268,5.19,0,CADDD103-6400-417D-93BB-B534D75BF569/L0/001,
IMG_1689.HEIC,duplicate,near_dup_of:IMG_1690.HEIC,2886.0,111.2,67.8,1.91,0.002,0.002,0.419,False,,26,3,False,4032,3024,12.19,0,4B1D9F9F-3DB4-4249-AA0E-1CCB65C1C343/L0/001,
IMG_1630.HEIC,duplicate,near_dup_of:IMG_1631.HEIC,2910.6,120.7,66.0,5.59,0.0,0.004,0.524,True,,39,3,False,3024,4032,12.19,0,B41F106D-A414-4F1B-82B3-A5946191ED1F/L0/001,
IMG_0887.HEIC,duplicate,near_dup_of:IMG_0886.HEIC,3076.8,106.0,60.7,0.41,0.013,0.003,0.576,False,0.456,106,2,False,3024,4032,12.19,0,DE628D1D-2C74-41C6-8081-BFD1FFD47EED/L0/001,
IMG_1225.HEIC,duplicate,near_dup_of:IMG_1226.HEIC,3118.4,126.9,61.4,1.26,0.003,0.001,0.673,False,0.461,69,3,False,4032,3024,12.19,0,DCF589C3-4809-4AC1-8F53-59ABFBED7E72/L0/001,
IMG_1493.HEIC,duplicate,near_dup_of:IMG_1491.HEIC,3122.1,99.8,54.9,0.48,0.011,0.001,0.569,False,0.317,41,2,False,3024,4032,12.19,0,C57BD13D-AEEB-422F-B4A9-DC2F91C92740/L0/001,
IMG_1625.HEIC,duplicate,near_dup_of:IMG_1626.HEIC,3177.0,99.1,61.3,4.01,0.002,0.003,0.586,True,,40,2,False,3024,4032,12.19,0,AB29F1C7-C535-416E-9A25-4834F8C6A2D3/L0/001,
IMG_1206.HEIC,duplicate,near_dup_of:IMG_1207.HEIC,3209.3,89.6,57.9,1.1,0.008,0.0,0.534,True,,74,2,False,3024,4032,12.19,0,788A633C-9073-4973-93CB-FB2AFCD683F8/L0/001,
IMG_1710.HEIC,duplicate,near_dup_of:IMG_1712.HEIC,3407.6,108.4,61.4,5.01,0.009,0.023,0.481,False,,21,3,False,3024,4032,12.19,0,68A07EB7-92B4-44BB-B468-59532445D3BC/L0/001,
IMG_0756.HEIC,duplicate,near_dup_of:IMG_0757.HEIC,3902.6,62.7,49.4,5.78,0.015,0.005,0.48,False,,122,2,False,4032,3024,12.19,0,5879FB29-DE8F-4A60-881A-C64EFC051A74/L0/001,
IMG_1711.HEIC,duplicate,near_dup_of:IMG_1712.HEIC,4129.1,120.2,61.2,6.6,0.003,0.031,0.409,False,,21,3,False,3024,4032,12.19,0,23D2E183-DD8E-41E4-A4B1-8FC3708C7FE8/L0/001,
IMG_0945.HEIC,review,blurry,35.4,171.8,20.1,0.24,0.002,0.0,0.535,False,,-1,1,True,4032,3024,12.19,0,3C284725-75FD-4DD6-A44D-94CB8FA69E2E/L0/001,
IMG_0910.HEIC,review,blurry,36.4,170.1,42.6,0.26,0.0,0.004,0.659,False,,-1,1,True,4032,3024,12.19,0,9C63A513-4C9F-4307-BAB8-FEE6E8ACB3FA/L0/001,
IMG_0889.HEIC,review,blurry,37.3,145.3,57.7,0.32,0.001,0.01,0.541,False,,105,3,True,4032,3024,12.19,0,258F569C-145B-4F59-9C5E-91546440C1B8/L0/001,
IMG_0140.HEIC,review,blurry,38.5,68.9,62.4,0.38,0.105,0.0,0.45,False,0.578,-1,1,True,2320,3088,7.16,0,4C04CE0A-0251-4976-8A15-FE8FD663BE23/L0/001,
moments_10_15_19_20_06.JPG,review,blurry;low_aesthetic,39.0,68.5,38.1,0.51,0.001,0.0,-0.88,False,0.42,-1,1,True,716,1280,0.92,0,322BF185-E1F8-40C3-9FA0-BD03B28D118D/L0/001,
IMG_0914.HEIC,review,blurry,40.1,65.2,41.9,0.27,0.0,0.0,0.582,False,,-1,1,True,4032,3024,12.19,0,4C9DEA22-9DDA-480E-8D37-8033B8FE13F2/L0/001,
IMG_0880.HEIC,review,blurry,40.9,112.0,58.6,0.66,0.001,0.011,0.628,False,,-1,1,True,5094,3686,18.78,0,2305537F-25A9-49D1-A5E2-73ECB6DD2285/L0/001,
moments_10_15_19_20_02.JPG,review,blurry;low_aesthetic,41.0,70.2,34.5,0.52,0.001,0.0,-0.926,False,0.401,-1,1,True,716,1280,0.92,0,7B35A796-E01F-4C02-A1A1-4C65FE2DED2D/L0/001,
IMG_0906.HEIC,review,blurry,41.0,154.0,39.1,0.29,0.0,0.0,0.596,False,,-1,1,True,4032,3024,12.19,0,156B8E42-1849-4CF1-B10A-5040FEE0BA97/L0/001,
IMG_0920.HEIC,review,blurry,41.1,170.4,42.2,0.19,0.001,0.0,0.54,False,,-1,1,True,4032,3024,12.19,0,6A6F0D23-4923-4C7B-A363-E6B23B691B31/L0/001,
IMG_0923.HEIC,review,blurry,42.9,141.7,58.8,0.32,0.001,0.01,0.544,False,,-1,1,True,4032,3024,12.19,0,0B91782E-7A87-46BC-9FFC-AD495F97CEE5/L0/001,
IMG_0922.HEIC,review,blurry,43.0,142.2,46.8,0.29,0.001,0.0,0.574,False,,-1,1,True,4032,3024,12.19,0,BF8FEA76-D062-43E6-B224-9C1D254595F2/L0/001,
IMG_0913.HEIC,review,blurry,44.1,85.9,59.5,0.29,0.0,0.002,0.624,False,,-1,1,True,4032,3024,12.19,0,23C15ECC-E031-4EF3-AB37-3A144854D89E/L0/001,
IMG_0882.HEIC,review,blurry,45.1,111.0,57.4,0.68,0.0,0.005,0.682,False,,-1,1,True,5778,3910,22.59,0,A93BCD3C-4B03-4BC0-B343-08F44AE38BA5/L0/001,
IMG_0927.HEIC,review,blurry,45.4,134.6,50.8,0.34,0.0,0.003,0.617,False,,-1,1,True,4032,3024,12.19,0,E60E9A2A-0A59-49D2-9A05-8B740B62F106/L0/001,
IMG_0919.HEIC,review,blurry,45.8,88.3,43.1,0.28,0.002,0.0,0.544,False,,-1,1,True,4032,3024,12.19,0,0B403EC9-D88D-4465-ADED-850A5BFDC22D/L0/001,
IMG_0954.HEIC,review,blurry,46.9,146.1,19.9,0.34,0.0,0.0,0.342,False,,97,3,True,4032,3024,12.19,0,337FF5AC-E3BB-47D2-81C6-CEA3E6139913/L0/001,
IMG_0921.HEIC,review,blurry,46.9,126.4,60.5,0.36,0.0,0.004,0.614,False,,-1,1,True,4032,3024,12.19,0,1C3D528E-774A-4C5E-9610-2BAA88C5BB5B/L0/001,
IMG_0925.HEIC,review,blurry,47.6,119.9,47.4,0.37,0.0,0.001,0.558,False,,-1,1,True,4032,3024,12.19,0,DAA83EA9-616F-4B88-B260-1C5E25D46836/L0/001,
IMG_0939.HEIC,review,blurry,48.4,149.7,21.1,0.31,0.0,0.0,0.406,False,,-1,1,True,4032,3024,12.19,0,DF8DF4ED-888B-468A-91D6-41DC3CB7EAD6/L0/001,
IMG_0328.HEIC,review,blurry,49.0,133.8,69.6,0.5,0.001,0.001,0.324,False,0.458,-1,1,True,2320,3088,7.16,0,B514F32A-5A78-4514-A757-817B1F773CE6/L0/001,
IMG_0926.HEIC,review,blurry,49.9,119.9,47.4,0.35,0.0,0.001,0.594,False,,-1,1,True,4032,3024,12.19,0,1E1936E1-80ED-4748-B429-0453F0304986/L0/001,
moments_10_15_19_20_19.JPG,review,blurry,50.5,91.8,50.1,0.53,0.0,0.0,0.262,False,0.417,-1,1,True,716,1280,0.92,0,1F93D0F1-4056-49FC-B119-D05C01DDB91F/L0/001,
IMG_0918.HEIC,review,blurry,50.6,83.7,20.1,0.27,0.001,0.0,0.534,False,,-1,1,True,4032,3024,12.19,0,F12CEEFA-B56C-4B0A-8572-2FCDDC1D26D9/L0/001,
IMG_0894.HEIC,review,blurry,51.5,125.5,43.9,0.35,0.0,0.0,0.59,False,,-1,1,True,4032,3024,12.19,0,DE473EBF-3221-4F20-837B-9EC98025D486/L0/001,
moments_10_15_19_19_54.JPG,review,blurry;low_aesthetic,53.0,84.3,49.6,0.52,0.0,0.0,-0.74,False,0.479,-1,1,True,716,1280,0.92,0,841FF35C-7D84-4E8B-87D5-2D636D15FC3C/L0/001,
moments_10_15_19_20_13.JPG,review,blurry;low_aesthetic,54.1,91.5,49.9,0.56,0.0,0.0,-0.823,False,0.334,-1,1,True,716,1280,0.92,0,18B1349A-5895-4E70-BE8E-2F42040EAA5C/L0/001,
moments_10_15_19_20_09.JPG,review,blurry;low_aesthetic,56.2,91.3,50.5,0.55,0.0,0.0,-0.758,False,0.356,-1,1,True,716,1280,0.92,0,15BCEBC5-6625-46FC-999C-A46BA4EA7129/L0/001,
IMG_0956.HEIC,review,blurry;low_aesthetic,56.4,180.8,33.3,0.3,0.001,0.0,-0.33,False,,-1,1,True,4032,3024,12.19,0,D1C25758-FFB3-4209-BFFE-DA6623BB9510/L0/001,
IMG_0908.HEIC,review,blurry,56.6,140.1,44.9,0.31,0.0,0.0,0.527,False,,100,2,True,4032,3024,12.19,0,81B651AD-D21C-4FDB-A769-5FD96C2DC4D8/L0/001,
IMG_0928.HEIC,review,blurry,58.3,112.5,45.3,0.35,0.0,0.0,0.533,False,,-1,1,True,4032,3024,12.19,0,FFAA58AE-F5B4-421D-9C39-407E55298BF2/L0/001,
IMG_0941.HEIC,review,blurry,58.8,178.5,45.8,0.28,0.0,0.0,0.545,False,,-1,1,True,4032,3024,12.19,0,2F4CE8C4-0875-4DE7-8CD9-60767CF8EDD9/L0/001,
IMG_0879.HEIC,review,blurry,58.9,120.0,58.3,0.74,0.002,0.007,0.661,False,,-1,1,True,5114,3628,18.55,0,AE9D83E8-D7BA-45B8-B022-F630C9E54E19/L0/001,
IMG_0980.HEIC.jpeg,review,blurry,59.0,143.5,47.7,0.67,0.0,0.0,0.618,False,0.546,92,2,True,1280,960,1.23,0,FA088B6C-9C71-45F6-874E-CDDE845DFD5B/L0/001,
IMG_0924.HEIC,review,blurry,59.6,113.4,43.2,0.35,0.0,0.001,0.703,False,,-1,1,True,4032,3024,12.19,0,7A7F3A53-06A4-4681-A892-79F01D9C47C6/L0/001,
moments_10_15_19_20_08.JPG,review,blurry;low_aesthetic,60.7,94.6,54.0,0.56,0.0,0.0,-0.652,False,0.396,-1,1,True,716,1280,0.92,0,00EBCB50-7CE5-4392-80C4-47B76E4BD379/L0/001,
IMG_0929.HEIC,review,blurry,62.0,116.0,45.7,0.38,0.0,0.002,0.576,False,,-1,1,True,4032,3024,12.19,0,814AE2C4-A918-4801-8ED6-56F7F6E1872E/L0/001,
IMG_1893.HEIC,review,blurry,62.7,175.1,77.6,0.44,0.0,0.407,0.418,False,0.382,-1,1,True,2320,3088,7.16,0,BA66641C-422E-4E43-A01C-88A47DB5475C/L0/001,
IMG_0878.HEIC,review,blurry,63.0,118.6,47.3,0.84,0.0,0.005,0.638,False,,-1,1,True,3024,4032,12.19,0,98B51214-D31A-40D4-9CA5-F837AD9F1139/L0/001,
IMG_0940.HEIC,review,blurry,63.4,178.9,45.7,0.27,0.0,0.0,0.459,False,,-1,1,True,4032,3024,12.19,0,0707FBD2-D478-4515-B161-256D60122E43/L0/001,
moments_09_11_18_04_54.JPG,review,blurry,69.4,151.7,68.1,0.58,0.0,0.136,0.272,False,,-1,1,True,716,1280,0.92,0,AE0C429B-5420-4A23-8C0D-E8A1723EEDB2/L0/001,
IMG_0327.HEIC,review,blurry,70.6,135.4,66.9,0.45,0.0,0.008,0.409,False,0.397,-1,1,True,2320,3088,7.16,0,588B7F81-F85C-4756-AE7F-4C874FFEC986/L0/001,
IMG_0730.HEIC,review,blurry,71.6,122.1,86.8,0.36,0.011,0.001,0.437,False,0.383,-1,1,True,3024,4032,12.19,0,C7B6B15B-9E74-49C2-8C16-4793545DB31D/L0/001,
IMG_0526.HEIC,review,blurry,74.2,134.6,52.2,0.43,0.0,0.006,0.549,False,,-1,1,True,4032,3024,12.19,0,ACD70C48-9A3C-4087-A579-0661A0DD9E75/L0/001,
IMG_1918.HEIC,review,blurry,74.7,136.7,61.1,0.64,0.003,0.001,0.476,False,0.62,2,4,True,4032,3024,12.19,0,6565CC2D-E658-480B-A191-5F429324E16C/L0/001,
IMG_0881.HEIC,review,blurry,76.1,121.0,58.3,0.57,0.003,0.013,0.698,False,,-1,1,True,6594,3668,24.19,0,2D9108F0-4B55-48EC-9F18-07EB43630D35/L0/001,
IMG_0912.HEIC,review,blurry,77.5,115.8,67.8,0.5,0.0,0.007,0.595,False,,-1,1,True,3024,4032,12.19,0,5896136C-2DB2-4DFF-B05E-34184B290BAA/L0/001,
IMG_1666.HEIC,review,blurry,77.6,82.3,62.8,0.4,0.0,0.0,0.276,False,0.344,-1,1,True,4032,3024,12.19,0,6F1AD521-226C-462A-8716-DDE68EEDF95B/L0/001,
IMG_0716.HEIC,review,blurry,78.9,117.1,73.0,0.47,0.002,0.036,0.467,False,0.435,-1,1,True,3024,4032,12.19,0,81F456EE-FA61-4758-B7DE-EA0254CF14C3/L0/001,
